sn,Category,Sub-Category,Brand,Suvidhaa SKU,Product Title,Product Description,Product Image Link,Points
1273,Home Appliance,Casserole,Vaya,SIL-2374,,Vacuum Insulated Stainless Steel Serving Casserole Vaya HauteCase - 1100 ml  -  with stack and Glass Lid,SIL-2374.jpg,TBD
1274,Home Appliance,Casserole,Vaya,SIL-2375,,Vacuum Insulated Stainless Steel Serving Casserole Vaya HauteCase - 1500 ml   with  Glass Lid ,SIL-2375.jpg,TBD
1275,Home Appliance,Casserole,Vaya,SIL-2376,,Vacuum Insulated Stainless Steel Serving Casserole Vaya HauteCase - 1500 ml   with stack and Glass Lid ,SIL-2376.jpg,TBD
1276,Home Appliance,Casserole,Vaya,SIL-2377,,Vacuum Insulated Stainless Steel Serving Casserole Vaya HauteCase - 1500 ml   with stack Lid ,SIL-2377.jpg,TBD
1277,Kitchen Appliances,Water bottle,Vaya,SIL-2378,,Vaya�Drynk - 350�ml� (Only Gulper),SIL-2378.jpg,TBD
1278,Kitchen Appliances,Water bottle,Vaya,SIL-2379,,Vaya�Drynk - 350�ml� (Only Sipper),SIL-2379.jpg,TBD
1279,Kitchen Appliances,Water bottle,Vaya,SIL-2380,,Vaya�Drynk - 350�ml� (Sipper & Gulper Set),SIL-2380.jpg,TBD
1280,Kitchen Appliances,Water bottle,Vaya,SIL-2381,,Vaya�Drynk - 600�ml� (Only Gulper),SIL-2381.jpg,TBD
1281,Kitchen Appliances,Water bottle,Vaya,SIL-2382,,Vaya�Drynk - 600�ml� (Only Sipper),SIL-2382.jpg,TBD
1282,Kitchen Appliances,Water bottle,Vaya,SIL-2383,,Vaya�Drynk - 600�ml� (Sipper & Gulper Set),SIL-2383.jpg,TBD
1283,Kitchen Appliances,Water bottle,Vaya,SIL-2384,,Vaya�Drynk - 900�ml�( Gulper Set )�,SIL-2384.jpg,TBD
1284,Kitchen Appliances,Water bottle,Vaya,SIL-2385,,Vaya�Drynk - 900�ml�(Ball�Lid�)�,SIL-2385.jpg,TBD
1288,Mobile Accessories,Power Bank,Vivo,SIL-2394,,Vivo 10000 Power Bank,SIL-2394.jpg,TBD
1289,Mobile Phone,Smart phone ,Vivo,SIL-2401,,"Vivo Y01 ( 2GB RAM, 32GB ROM)",SIL-2401.jpg,TBD
1294,Audio,Airpods,Vivo,SIL-2426,,"Wireless Bluetooth for vivo V5 Lite Sports Wireless Headset with Super Extra Bass, IPX5 Water & Sweat Resistance, Qualcomm Chipset and Up to 6H Playback (Active Black)",SIL-2426.jpg,TBD
1295,Bath & Bed,Bed Sheet,WELSPUN,SIL-2407,,WELSPUN BATH CARNIVAL SET OF 4 (2BATH & 2HAND TOWEL),SIL-2407.jpg,TBD
1296,Bath & Bed,Bed Sheet,WELSPUN,SIL-2408,,"WELSPUN BATH CARNIVAL SET OF 6 (2BATH, 2HAND & 2FACE TOWEL)",SIL-2408.jpg,TBD
1297,Bath & Bed,Bed Sheet,WELSPUN,SIL-2409,,WELSPUN CLASSIC CORNER QUILT,SIL-2409.jpg,TBD
1298,Bath & Bed,Bed Sheet,WELSPUN,SIL-2410,,WELSPUN CLASSIC DOUBLE BEDSHEET SET WITH 2N PILLOW COVERS,SIL-2410.jpg,TBD
1299,Bath & Bed,Towel,WELSPUN,SIL-2411,,WELSPUN COTTON BAMBOO BATH TOWEL,SIL-2411.jpg,TBD
1300,Bath & Bed,Towels set,WELSPUN,SIL-2412,,WELSPUN COURTYARD AROMA TOWEL SET (2PC),SIL-2412.jpg,TBD
1301,Bath & Bed,Bed Sheet,WELSPUN,SIL-2413,,WELSPUN EXPRESSIONS DOUBLE BEDSHEET SET WITH 2N PILLOW COVERS,SIL-2413.jpg,TBD
1302,Bath & Bed,Towel,WELSPUN,SIL-2414,,WELSPUN HYGRO BATH TOWEL,SIL-2414.jpg,TBD
1303,Bath & Bed,Towels set,WELSPUN,SIL-2415,,WELSPUN HYGRO BATH TOWELS SET (2PC),SIL-2415.jpg,TBD
1304,Bath & Bed,Bed Sheet,WELSPUN,SIL-2416,,WELSPUN HYGRO DOUBLE BEDSHEET SET WITH 2N PILLOW COVERS,SIL-2416.jpg,TBD
1305,Bath & Bed,Towels set,WELSPUN,SIL-2417,,WELSPUN HYGRO HAND TOWEL SET (2PC),SIL-2417.jpg,TBD
1306,Bath & Bed,Bed Sheet,WELSPUN,SIL-2418,,WELSPUN RANGANA  DOUBLE BEDSHEET SET WITH 2N PILLOW COVERS,SIL-2418.jpg,TBD
1307,Bath & Bed,Bed Sheet,WELSPUN,SIL-2419,,WELSPUN RITU KUMAR DOUBLE BEDSHEET SET WITH 2N PILLOW COVERS,SIL-2419.jpg,TBD
1308,Bath & Bed,Towel,WELSPUN,SIL-2420,,WELSPUN SPLENDOR BATH TOWEL,SIL-2420.jpg,TBD
1309,Bath & Bed,Bed Sheet,WELSPUN,SIL-2421,,WELSPUN SPLENDOR REVERSIBLE DOUBLE BEDSHEET SET WITH 2N PILLOW COVERS,SIL-2421.jpg,TBD
1310,Bath & Bed,Towels set,WELSPUN,SIL-2422,,"WELSPUN SPLENDOR SET OF 3 TOWEL (BATH, HAND & FACE TOWEL)",SIL-2422.jpg,TBD
1311,Bath & Bed,Towel,WELSPUN,SIL-2423,,WELSPUN SPLENDOR STRIPE BATH TOWEL (YARN DYED TOWEL),SIL-2423.jpg,TBD
1312,Bath & Bed,Bed Sheet,WELSPUN,SIL-2424,,WELSPUN SYMPHONY DOUBLE BEDSHEET SET WITH 2N PILLOW COVERS,SIL-2424.jpg,TBD
1313,Bath & Bed,Towel,WELSPUN,SIL-2425,,WELSPUN WIMBLEDON BATH TOWEL,SIL-2425.jpg,TBD
